InstanceId,Replication,NbPickers,NbAisles,StorageLocati,BatchCapacity,Due time,NbOrders,UpperBoundI,Cpu(s),NbBatchesInS,OptimalValue,LowerBoundRootAfterCuts,RootGap(%),NbColumns,NbIterLP(rou,LowerBoundBeforeCuts,NbMTcuts,NbFSLcuts,NbR1cuts,NbSCcuts,TimePdyn(s),TimeMaster(s),TimeInitTours,TimeMIP(s),TimeCuts(s)
15.0,1.0,2.0,12.0,1.0,8.0,3.0,12.0,62520.0,0.39,4.0,62322.0,62322.0,0.0,423.0,2.0,62034.0,0.0,0.0,20.0,20.0,0.32,0.0,0.32,0.03,0.03
16.0,1.0,2.0,12.0,1.0,8.0,1.0,6.0,51024.0,0.02,3.0,51024.0,51024.0,0.0,20.0,1.0,51024.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
17.0,1.0,2.0,12.0,1.0,8.0,2.0,6.0,43452.0,0.02,3.0,43452.0,43452.0,0.0,31.0,1.0,43452.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
18.0,1.0,2.0,12.0,1.0,8.0,3.0,6.0,75606.0,0.01,5.0,75606.0,75606.0,0.0,9.0,1.0,75606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1.0,2.0,12.0,1.0,12.0,1.0,18.0,48936.0,114.41,3.0,48936.0,48936.0,0.0,62014.0,2.0,48697.5,0.0,0.0,20.0,268.0,59.11,0.34,64.39,32.69,11.72
20.0,1.0,2.0,12.0,1.0,12.0,2.0,18.0,66972.0,28.19,4.0,66972.0,66972.0,0.0,21985.0,2.0,66242.4,0.0,0.0,20.0,40.0,22.54,0.07,23.19,3.88,0.33
21.0,1.0,2.0,12.0,1.0,12.0,3.0,18.0,45282.0,119.35,3.0,45282.0,45282.0,0.0,88739.0,2.0,44550.0,0.0,0.0,20.0,20.0,86.58,0.28,99.67,7.24,0.83
22.0,1.0,2.0,12.0,1.0,12.0,1.0,12.0,71790.0,0.61,4.0,71790.0,71790.0,0.0,555.0,2.0,71107.85,0.0,0.0,20.0,32.0,0.52,0.0,0.52,0.05,0.02
23.0,1.0,2.0,12.0,1.0,12.0,2.0,12.0,44502.0,1.69,3.0,44502.0,44502.0,0.0,1703.0,2.0,43210.0,0.0,0.0,20.0,4.0,1.59,0.0,1.59,0.05,0.02
24.0,1.0,2.0,12.0,1.0,12.0,3.0,12.0,41118.0,2.03,3.0,41118.0,41118.0,0.0,2047.0,1.0,41118.0,0.0,0.0,0.0,0.0,1.95,0.0,1.95,0.05,0.0
25.0,1.0,2.0,12.0,1.0,12.0,1.0,6.0,53832.0,0.02,3.0,53832.0,53832.0,0.0,23.0,1.0,53832.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
26.0,1.0,2.0,12.0,1.0,12.0,2.0,6.0,77142.0,0.01,4.0,77142.0,77142.0,0.0,11.0,1.0,77142.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
27.0,1.0,2.0,12.0,1.0,12.0,3.0,6.0,36444.0,0.03,2.0,36444.0,36444.0,0.0,34.0,1.0,36444.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
28.0,1.0,2.0,12.0,2.0,4.0,1.0,18.0,108276.0,0.49,9.0,108174.0,108174.0,0.0,508.0,3.0,107558.0,0.0,0.0,40.0,2.0,0.19,0.0,0.19,0.02,0.27
29.0,1.0,2.0,12.0,2.0,4.0,2.0,18.0,94728.0,0.21,8.0,94662.0,94662.0,0.0,639.0,1.0,94662.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.01,0.05
30.0,1.0,2.0,12.0,2.0,4.0,3.0,18.0,118860.0,0.24,10.0,118860.0,118860.0,0.0,306.0,2.0,118782.0,0.0,0.0,20.0,0.0,0.07,0.0,0.07,0.01,0.16
31.0,1.0,2.0,12.0,2.0,4.0,1.0,12.0,108090.0,0.02,9.0,108090.0,108090.0,0.0,35.0,1.0,108090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
32.0,1.0,2.0,12.0,2.0,4.0,2.0,12.0,99732.0,0.02,8.0,99732.0,99732.0,0.0,40.0,1.0,99732.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01
33.0,1.0,2.0,12.0,2.0,4.0,3.0,12.0,86088.0,0.08,7.0,86088.0,86088.0,0.0,89.0,3.0,85737.0,0.0,0.0,40.0,6.0,0.01,0.0,0.01,0.0,0.05
34.0,1.0,2.0,12.0,2.0,4.0,1.0,6.0,51588.0,0.0,4.0,51588.0,51588.0,0.0,10.0,1.0,51588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,1.0,2.0,12.0,2.0,4.0,2.0,6.0,72084.0,0.0,6.0,72084.0,72084.0,0.0,6.0,1.0,72084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,1.0,2.0,12.0,2.0,4.0,3.0,6.0,59592.0,0.0,5.0,59592.0,59592.0,0.0,8.0,1.0,59592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,1.0,2.0,12.0,2.0,8.0,1.0,18.0,51732.0,16.23,4.0,51732.0,51732.0,0.0,23277.0,3.0,51333.43,0.0,0.0,40.0,1.0,13.35,0.09,13.99,1.15,0.19
38.0,1.0,2.0,12.0,2.0,8.0,2.0,18.0,52890.0,16.62,4.0,52608.0,52608.0,0.0,17520.0,13.0,52123.8,0.0,0.0,240.0,32.0,9.15,0.28,9.55,2.97,2.71
39.0,1.0,2.0,12.0,2.0,8.0,3.0,18.0,81552.0,1.53,6.0,81288.0,81288.0,0.0,2350.0,3.0,80140.29,0.0,0.0,40.0,5.0,1.16,0.01,1.17,0.16,0.17
40.0,1.0,2.0,12.0,2.0,8.0,1.0,12.0,44466.0,0.55,3.0,44466.0,44466.0,0.0,777.0,2.0,44466.0,0.0,0.0,20.0,0.0,0.5,0.0,0.51,0.02,0.01
41.0,1.0,2.0,12.0,2.0,8.0,2.0,12.0,58092.0,0.41,4.0,58092.0,58092.0,0.0,504.0,2.0,57908.0,0.0,0.0,20.0,16.0,0.35,0.0,0.35,0.02,0.02
42.0,1.0,2.0,12.0,2.0,8.0,3.0,12.0,36144.0,0.72,3.0,36144.0,36144.0,0.0,1779.0,1.0,36144.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.04,0.0
43.0,1.0,2.0,12.0,2.0,8.0,1.0,6.0,47556.0,0.01,3.0,47556.0,47556.0,0.0,18.0,1.0,47556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,1.0,2.0,12.0,2.0,8.0,2.0,6.0,57258.0,0.01,4.0,57258.0,57258.0,0.0,14.0,1.0,57258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.0,2.0,12.0,2.0,8.0,3.0,6.0,40086.0,0.01,3.0,40086.0,40086.0,0.0,28.0,1.0,40086.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
46.0,1.0,2.0,12.0,2.0,12.0,1.0,18.0,49062.0,42.5,3.0,49062.0,49062.0,0.0,43449.0,1.0,49062.0,0.0,0.0,0.0,0.0,35.56,0.12,37.98,1.83,0.03
47.0,1.0,2.0,12.0,2.0,12.0,2.0,18.0,40968.0,122.26,3.0,40968.0,40968.0,0.0,103771.0,2.0,40678.15,0.0,0.0,20.0,11.0,74.0,0.53,95.25,7.07,0.73
48.0,1.0,2.0,12.0,2.0,12.0,3.0,18.0,61278.0,29.0,4.0,61278.0,61278.0,0.0,22443.0,14.0,60458.1,0.0,0.0,260.0,45.0,19.43,0.56,20.06,3.67,3.02
49.0,1.0,2.0,12.0,2.0,12.0,1.0,12.0,49020.0,0.67,3.0,49020.0,49020.0,0.0,854.0,2.0,48976.36,0.0,0.0,20.0,70.0,0.51,0.0,0.51,0.11,0.03
50.0,1.0,2.0,12.0,2.0,12.0,2.0,12.0,43938.0,0.87,3.0,43938.0,43938.0,0.0,1440.0,4.0,43250.67,0.0,0.0,60.0,16.0,0.68,0.0,0.68,0.11,0.05
51.0,1.0,2.0,12.0,2.0,12.0,3.0,12.0,33924.0,1.74,2.0,33924.0,33924.0,0.0,2217.0,1.0,33924.0,0.0,0.0,0.0,0.0,1.64,0.0,1.65,0.06,0.0
52.0,1.0,2.0,12.0,2.0,12.0,1.0,6.0,32868.0,0.03,2.0,32868.0,32868.0,0.0,34.0,1.0,32868.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
53.0,1.0,2.0,12.0,2.0,12.0,2.0,6.0,44136.0,0.02,3.0,44136.0,44136.0,0.0,29.0,2.0,43876.0,0.0,0.0,20.0,1.0,0.01,0.0,0.01,0.0,0.0
54.0,1.0,2.0,12.0,2.0,12.0,3.0,6.0,63198.0,0.01,4.0,63198.0,63198.0,0.0,11.0,1.0,63198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,2.0,12.0,3.0,4.0,1.0,18.0,121572.0,0.29,10.0,121572.0,121572.0,0.0,273.0,2.0,121380.0,0.0,0.0,20.0,5.0,0.09,0.0,0.09,0.01,0.18
56.0,1.0,2.0,12.0,3.0,4.0,2.0,18.0,94914.0,0.99,8.0,94914.0,94580.0,0.35,609.0,6.0,94200.0,0.0,0.0,88.0,2.0,0.33,0.0,0.33,0.04,0.61
57.0,1.0,2.0,12.0,3.0,4.0,3.0,18.0,91428.0,0.45,8.0,91164.0,91164.0,0.0,576.0,2.0,90738.0,0.0,0.0,20.0,1.0,0.27,0.0,0.27,0.02,0.14
58.0,1.0,2.0,12.0,3.0,4.0,1.0,12.0,59700.0,0.15,5.0,59700.0,59700.0,0.0,312.0,2.0,59652.0,0.0,0.0,20.0,1.0,0.12,0.0,0.12,0.01,0.02
59.0,1.0,2.0,12.0,3.0,4.0,2.0,12.0,99432.0,0.06,8.0,99432.0,99432.0,0.0,56.0,2.0,99354.0,0.0,0.0,20.0,0.0,0.02,0.0,0.02,0.0,0.03
60.0,1.0,2.0,12.0,3.0,4.0,3.0,12.0,84444.0,0.07,7.0,84444.0,84444.0,0.0,90.0,2.0,84328.0,0.0,0.0,20.0,1.0,0.04,0.0,0.04,0.0,0.03
61.0,1.0,2.0,12.0,3.0,4.0,1.0,6.0,59892.0,0.01,5.0,59892.0,59892.0,0.0,8.0,1.0,59892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,1.0,2.0,12.0,3.0,4.0,2.0,6.0,57342.0,0.0,5.0,57342.0,57342.0,0.0,9.0,1.0,57342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,1.0,2.0,12.0,3.0,4.0,3.0,6.0,48618.0,0.0,4.0,48618.0,48618.0,0.0,12.0,1.0,48618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,1.0,2.0,12.0,3.0,8.0,1.0,18.0,54918.0,14.08,4.0,54918.0,54918.0,0.0,16684.0,3.0,54775.33,0.0,0.0,40.0,1.0,11.93,0.06,12.25,1.16,0.16
65.0,1.0,2.0,12.0,3.0,8.0,2.0,18.0,70374.0,8.16,5.0,70374.0,70374.0,0.0,9585.0,3.0,69783.43,0.0,0.0,40.0,64.0,5.61,0.03,5.73,1.89,0.3
66.0,1.0,2.0,12.0,3.0,8.0,3.0,18.0,70914.0,4.05,5.0,70914.0,70914.0,0.0,4823.0,1.0,70914.0,0.0,0.0,0.0,0.0,3.73,0.01,3.76,0.19,0.04
67.0,1.0,2.0,12.0,3.0,8.0,1.0,12.0,79290.0,0.34,5.0,79290.0,79290.0,0.0,367.0,2.0,79132.8,0.0,0.0,20.0,26.0,0.28,0.0,0.28,0.03,0.02
68.0,1.0,2.0,12.0,3.0,8.0,2.0,12.0,51726.0,0.61,4.0,51726.0,51726.0,0.0,846.0,3.0,51653.14,0.0,0.0,40.0,0.0,0.53,0.0,0.53,0.02,0.04
69.0,1.0,2.0,12.0,3.0,8.0,3.0,12.0,73824.0,0.18,5.0,73824.0,73824.0,0.0,241.0,1.0,73824.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.01
70.0,1.0,2.0,12.0,3.0,8.0,1.0,6.0,29148.0,0.02,2.0,29148.0,29148.0,0.0,32.0,1.0,29148.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
71.0,1.0,2.0,12.0,3.0,8.0,2.0,6.0,44796.0,0.03,3.0,44796.0,44796.0,0.0,25.0,2.0,43995.0,0.0,0.0,17.0,1.0,0.01,0.0,0.01,0.0,0.0
72.0,1.0,2.0,12.0,3.0,8.0,3.0,6.0,46278.0,0.02,3.0,46278.0,46278.0,0.0,21.0,1.0,46278.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
73.0,1.0,2.0,12.0,3.0,12.0,1.0,18.0,59022.0,30.2,4.0,59022.0,59022.0,0.0,27384.0,1.0,59022.0,0.0,0.0,0.0,0.0,27.05,0.08,28.01,1.04,0.03
74.0,1.0,2.0,12.0,3.0,12.0,2.0,18.0,46440.0,191.45,3.0,46440.0,46440.0,0.0,59751.0,13.0,45412.36,0.0,0.0,240.0,421.0,60.31,3.24,65.3,68.1,46.04
75.0,1.0,2.0,12.0,3.0,12.0,3.0,18.0,46452.0,90.0,3.0,46452.0,46452.0,0.0,59039.0,3.0,45597.0,0.0,0.0,40.0,114.0,58.23,0.29,62.98,18.01,3.77
76.0,1.0,2.0,12.0,3.0,12.0,1.0,12.0,69054.0,0.57,4.0,69054.0,69054.0,0.0,553.0,2.0,68650.0,0.0,0.0,20.0,26.0,0.5,0.0,0.5,0.04,0.02
77.0,1.0,2.0,12.0,3.0,12.0,2.0,12.0,33996.0,1.89,2.0,33996.0,33996.0,0.0,2232.0,1.0,33996.0,0.0,0.0,0.0,0.0,1.79,0.0,1.8,0.06,0.0
78.0,1.0,2.0,12.0,3.0,12.0,3.0,12.0,47634.0,1.52,3.0,47622.0,47622.0,0.0,1519.0,2.0,47006.0,0.0,0.0,20.0,5.0,1.4,0.0,1.4,0.08,0.02
79.0,1.0,2.0,12.0,3.0,12.0,1.0,6.0,60840.0,0.01,4.0,60840.0,60840.0,0.0,19.0,1.0,60840.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
80.0,1.0,2.0,12.0,3.0,12.0,2.0,6.0,54726.0,0.02,3.0,54726.0,54726.0,0.0,20.0,1.0,54726.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
81.0,1.0,2.0,12.0,3.0,12.0,3.0,6.0,31218.0,0.03,2.0,31218.0,31218.0,0.0,43.0,1.0,31218.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
82.0,1.0,2.0,24.0,1.0,4.0,1.0,18.0,178692.0,0.38,10.0,178692.0,178692.0,0.0,189.0,2.0,177046.5,0.0,0.0,20.0,1.0,0.18,0.0,0.19,0.01,0.18
83.0,1.0,2.0,24.0,1.0,4.0,2.0,18.0,136170.0,1.97,8.0,136170.0,136170.0,0.0,908.0,10.0,135679.5,0.0,0.0,180.0,0.0,0.92,0.0,0.92,0.03,0.98
84.0,1.0,2.0,24.0,1.0,4.0,3.0,18.0,108984.0,1.65,7.0,108984.0,108984.0,0.0,1211.0,1.0,108984.0,0.0,0.0,0.0,0.0,1.54,0.0,1.54,0.04,0.05
85.0,1.0,2.0,24.0,1.0,4.0,1.0,12.0,116232.0,0.19,6.0,116232.0,116232.0,0.0,138.0,1.0,116232.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.01
86.0,1.0,2.0,24.0,1.0,4.0,2.0,12.0,138534.0,0.1,7.0,138534.0,138534.0,0.0,67.0,1.0,138534.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.01
87.0,1.0,2.0,24.0,1.0,4.0,3.0,12.0,144156.0,0.08,8.0,144156.0,144156.0,0.0,49.0,2.0,141693.0,0.0,0.0,17.0,0.0,0.04,0.0,0.04,0.0,0.03
88.0,1.0,2.0,24.0,1.0,4.0,1.0,6.0,85314.0,0.01,5.0,85314.0,85314.0,0.0,9.0,1.0,85314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,1.0,2.0,24.0,1.0,4.0,2.0,6.0,83364.0,0.01,5.0,83364.0,83364.0,0.0,9.0,1.0,83364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,1.0,2.0,24.0,1.0,4.0,3.0,6.0,113394.0,0.01,6.0,113394.0,113394.0,0.0,6.0,1.0,113394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,1.0,2.0,24.0,1.0,8.0,1.0,18.0,98238.0,23.31,5.0,98238.0,98238.0,0.0,12113.0,4.0,97309.5,0.0,0.0,60.0,4.0,21.7,0.05,21.89,0.89,0.21
92.0,1.0,2.0,24.0,1.0,8.0,2.0,18.0,139032.0,4.44,6.0,138144.0,138144.0,0.0,2545.0,2.0,137895.0,0.0,0.0,20.0,17.0,4.09,0.0,4.1,0.16,0.15
93.0,1.0,2.0,24.0,1.0,8.0,3.0,18.0,98334.0,14.52,5.0,98334.0,98334.0,0.0,7641.0,3.0,97211.0,0.0,0.0,40.0,1.0,13.7,0.02,13.78,0.42,0.18
94.0,1.0,2.0,24.0,1.0,8.0,1.0,12.0,82560.0,1.4,4.0,82560.0,82560.0,0.0,798.0,2.0,82380.0,0.0,0.0,20.0,1.0,1.34,0.0,1.34,0.03,0.02
95.0,1.0,2.0,24.0,1.0,8.0,2.0,12.0,59970.0,3.28,3.0,59970.0,59970.0,0.0,1770.0,3.0,57337.71,0.0,0.0,40.0,2.0,3.16,0.0,3.16,0.05,0.03
96.0,1.0,2.0,24.0,1.0,8.0,3.0,12.0,86250.0,1.08,4.0,86250.0,86250.0,0.0,598.0,3.0,83762.0,3.0,1.0,40.0,6.0,0.97,0.0,0.97,0.03,0.06
97.0,1.0,2.0,24.0,1.0,8.0,1.0,6.0,67698.0,0.03,3.0,67698.0,67698.0,0.0,19.0,1.0,67698.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
98.0,1.0,2.0,24.0,1.0,8.0,2.0,6.0,66336.0,0.05,3.0,66336.0,66336.0,0.0,26.0,2.0,63747.0,0.0,0.0,20.0,1.0,0.04,0.0,0.04,0.0,0.01
99.0,1.0,2.0,24.0,1.0,8.0,3.0,6.0,82998.0,0.02,4.0,82998.0,82998.0,0.0,16.0,1.0,82998.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
100.0,1.0,2.0,24.0,1.0,12.0,1.0,18.0,78408.0,124.62,3.0,77628.0,77628.0,0.0,42870.0,2.0,77352.0,0.0,0.0,20.0,269.0,89.04,0.24,91.51,22.22,8.08
101.0,1.0,2.0,24.0,1.0,12.0,2.0,18.0,100308.0,54.95,4.0,99378.0,99378.0,0.0,24731.0,2.0,98832.0,0.0,0.0,20.0,35.0,50.6,0.08,51.33,2.34,0.34
102.0,1.0,2.0,24.0,1.0,12.0,3.0,18.0,77748.0,167.74,3.0,77370.0,77370.0,0.0,55858.0,2.0,76434.0,0.0,0.0,20.0,268.0,116.68,0.31,121.23,31.17,10.65
103.0,1.0,2.0,24.0,1.0,12.0,1.0,12.0,86040.0,2.02,3.0,86040.0,86040.0,0.0,951.0,2.0,85500.0,3.0,1.0,0.0,0.0,1.94,0.0,1.95,0.04,0.01
104.0,1.0,2.0,24.0,1.0,12.0,2.0,12.0,78222.0,2.52,3.0,78222.0,78222.0,0.0,1162.0,2.0,77636.67,0.0,0.0,20.0,25.0,2.4,0.0,2.4,0.07,0.03
105.0,1.0,2.0,24.0,1.0,12.0,3.0,12.0,70620.0,3.5,3.0,70452.0,70452.0,0.0,1707.0,2.0,68787.27,0.0,0.0,20.0,4.0,3.39,0.0,3.4,0.06,0.02
106.0,1.0,2.0,24.0,1.0,12.0,1.0,6.0,75930.0,0.07,3.0,75882.0,75882.0,0.0,29.0,2.0,75849.0,1.0,1.0,20.0,1.0,0.06,0.0,0.06,0.0,0.0
107.0,1.0,2.0,24.0,1.0,12.0,2.0,6.0,81210.0,0.05,3.0,81210.0,81210.0,0.0,24.0,1.0,81210.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
108.0,1.0,2.0,24.0,1.0,12.0,3.0,6.0,50034.0,0.07,2.0,50034.0,50034.0,0.0,44.0,2.0,49782.0,0.0,0.0,20.0,4.0,0.06,0.0,0.06,0.0,0.0
109.0,1.0,2.0,24.0,2.0,4.0,1.0,18.0,111948.0,0.63,7.0,111948.0,111948.0,0.0,1060.0,1.0,111948.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.04,0.05
110.0,1.0,2.0,24.0,2.0,4.0,2.0,18.0,158508.0,0.41,9.0,158508.0,158508.0,0.0,333.0,1.0,158508.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.01,0.06
111.0,1.0,2.0,24.0,2.0,4.0,3.0,18.0,130068.0,0.67,8.0,129486.0,129486.0,0.0,708.0,2.0,129450.0,0.0,0.0,20.0,0.0,0.48,0.0,0.48,0.03,0.15
112.0,1.0,2.0,24.0,2.0,4.0,1.0,12.0,109848.0,0.07,7.0,109848.0,109848.0,0.0,83.0,1.0,109848.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.01
113.0,1.0,2.0,24.0,2.0,4.0,2.0,12.0,110310.0,0.1,7.0,110310.0,110310.0,0.0,95.0,2.0,109815.0,0.0,0.0,20.0,0.0,0.05,0.0,0.05,0.0,0.04
114.0,1.0,2.0,24.0,2.0,4.0,3.0,12.0,117012.0,0.05,7.0,117012.0,117012.0,0.0,59.0,1.0,117012.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.01
115.0,1.0,2.0,24.0,2.0,4.0,1.0,6.0,74472.0,0.01,4.0,74472.0,74472.0,0.0,12.0,1.0,74472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,1.0,2.0,24.0,2.0,4.0,2.0,6.0,85620.0,0.01,5.0,85620.0,85620.0,0.0,7.0,1.0,85620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,1.0,2.0,24.0,2.0,4.0,3.0,6.0,73476.0,0.01,4.0,73476.0,73476.0,0.0,12.0,1.0,73476.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
118.0,1.0,2.0,24.0,2.0,8.0,1.0,18.0,99888.0,10.4,5.0,97398.0,97398.0,0.0,5995.0,3.0,94652.14,8.0,2.0,40.0,6.0,9.36,0.02,9.41,0.71,0.17
119.0,1.0,2.0,24.0,2.0,8.0,2.0,18.0,95100.0,6.64,5.0,95100.0,95100.0,0.0,4655.0,5.0,92940.86,0.0,0.0,80.0,14.0,5.98,0.01,6.0,0.28,0.27
120.0,1.0,2.0,24.0,2.0,8.0,3.0,18.0,111090.0,6.69,6.0,110766.0,110766.0,0.0,4128.0,2.0,110751.0,0.0,0.0,20.0,0.0,6.31,0.01,6.34,0.23,0.07
121.0,1.0,2.0,24.0,2.0,8.0,1.0,12.0,101364.0,0.42,5.0,101364.0,101364.0,0.0,365.0,1.0,101364.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.01,0.01
122.0,1.0,2.0,24.0,2.0,8.0,2.0,12.0,45930.0,1.37,3.0,45930.0,45930.0,0.0,1779.0,1.0,45930.0,0.0,0.0,0.0,0.0,1.31,0.0,1.31,0.04,0.0
123.0,1.0,2.0,24.0,2.0,8.0,3.0,12.0,59136.0,1.27,3.0,57690.0,57690.0,0.0,1365.0,1.0,57690.0,0.0,0.0,0.0,0.0,1.21,0.0,1.22,0.04,0.0
124.0,1.0,2.0,24.0,2.0,8.0,1.0,6.0,90378.0,0.01,4.0,90378.0,90378.0,0.0,11.0,1.0,90378.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
125.0,1.0,2.0,24.0,2.0,8.0,2.0,6.0,56076.0,0.03,3.0,56076.0,56076.0,0.0,31.0,1.0,56076.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
