problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_03.txt;8;20;3;optimal;true;58,8;58,8;0,1
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_04.txt;8;20;4;optimal;true;74,8;74,8;0,11
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_05.txt;8;20;5;optimal;true;58,4;58,4;0,14
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_06.txt;8;20;6;optimal;true;86,4;86,4;0,101
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_07.txt;8;20;7;optimal;true;85,6;85,6;0,125
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_08.txt;8;20;8;optimal;true;87,2;87,2;0,094
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_09.txt;8;20;9;optimal;true;86,4;86,4;0,107
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_10.txt;8;20;10;optimal;true;51,2;51,2;0,098
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_11.txt;8;20;11;optimal;true;53,2;53,2;0,098
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_12.txt;8;20;12;optimal;true;43,6;43,6;0,118
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_13.txt;8;20;13;optimal;true;58,8;58,8;0,094
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_14.txt;8;20;14;optimal;true;44,4;44,4;0,108
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_15.txt;8;20;15;optimal;true;59,2;59,2;0,085
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_16.txt;8;20;16;optimal;true;65,2;65,2;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_17.txt;8;20;17;optimal;true;41,6;41,6;0,096
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_18.txt;8;20;18;optimal;true;95,2;95,2;0,095
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_19.txt;8;20;19;optimal;true;83,2;83,2;0,112
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_20.txt;8;20;20;optimal;true;91,2;91,2;0,115
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_21.txt;8;20;21;optimal;true;58;58;0,1
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_22.txt;8;20;22;optimal;true;43,6;43,6;0,08
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_23.txt;8;20;23;optimal;true;57,2;57,2;0,111
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_24.txt;8;20;24;optimal;true;81,6;81,6;0,11
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_25.txt;8;20;25;optimal;true;72,8;72,8;0,093
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_26.txt;8;20;26;optimal;true;57,2;57,2;0,095
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_27.txt;8;20;27;optimal;true;65,2;65,2;0,134
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_28.txt;8;20;28;optimal;true;94,4;94,4;0,131
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_29.txt;8;20;29;optimal;true;82,4;82,4;0,116
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store3_30.txt;8;20;30;optimal;true;91,2;91,2;0,098
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_01.txt;8;20;1;optimal;true;105,2;105,2;0,143
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_02.txt;8;20;2;optimal;true;107,2;107,2;0,114
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_03.txt;8;20;3;optimal;true;83,2;83,2;0,074
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_04.txt;8;20;4;optimal;true;83,2;83,2;0,093
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_05.txt;8;20;5;optimal;true;89,2;89,2;0,1
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_06.txt;8;20;6;optimal;true;89,2;89,2;0,13
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_07.txt;8;20;7;optimal;true;85,2;85,2;0,115
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_08.txt;8;20;8;optimal;true;87,2;87,2;0,115
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_09.txt;8;20;9;optimal;true;92;92;0,128
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_10.txt;8;20;10;optimal;true;85,2;85,2;0,137
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_11.txt;8;20;11;optimal;true;81,2;81,2;0,125
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_12.txt;8;20;12;optimal;true;96;96;0,167
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_13.txt;8;20;13;optimal;true;89,2;89,2;0,146
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_14.txt;8;20;14;optimal;true;91,2;91,2;0,127
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_15.txt;8;20;15;optimal;true;87,2;87,2;0,214
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_16.txt;8;20;16;optimal;true;91,2;91,2;0,088
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_17.txt;8;20;17;optimal;true;107,2;107,2;0,113
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_18.txt;8;20;18;optimal;true;97,2;97,2;0,121
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_19.txt;8;20;19;optimal;true;89,2;89,2;0,121
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_20.txt;8;20;20;optimal;true;85,2;85,2;0,12
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_21.txt;8;20;21;optimal;true;89,2;89,2;0,106
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_22.txt;8;20;22;optimal;true;101,2;101,2;0,153
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_23.txt;8;20;23;optimal;true;89,2;89,2;0,121
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_24.txt;8;20;24;optimal;true;85,2;85,2;0,138
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_25.txt;8;20;25;optimal;true;85,2;85,2;0,109
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_26.txt;8;20;26;optimal;true;81,2;81,2;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_27.txt;8;20;27;optimal;true;93,2;93,2;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_28.txt;8;20;28;optimal;true;87,2;87,2;0,164
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_29.txt;8;20;29;optimal;true;89,2;89,2;0,119
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store4_30.txt;8;20;30;optimal;true;97,2;97,2;0,125
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_01.txt;8;20;1;optimal;true;104,4;104,4;0,098
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_02.txt;8;20;2;optimal;true;80,8;80,8;0,138
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_03.txt;8;20;3;optimal;true;76;76;0,131
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_04.txt;8;20;4;optimal;true;81,6;81,6;0,133
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_05.txt;8;20;5;optimal;true;89,2;89,2;0,128
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_06.txt;8;20;6;optimal;true;77,6;77,6;0,101
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_07.txt;8;20;7;optimal;true;89,6;89,6;0,161
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_08.txt;8;20;8;optimal;true;76,4;76,4;0,1
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_09.txt;8;20;9;optimal;true;78;78;0,112
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_10.txt;8;20;10;optimal;true;107,2;107,2;0,101
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_11.txt;8;20;11;optimal;true;76,8;76,8;0,115
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_12.txt;8;20;12;optimal;true;74;74;0,084
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_13.txt;8;20;13;optimal;true;84,4;84,4;0,156
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_14.txt;8;20;14;optimal;true;72;72;0,073
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_15.txt;8;20;15;optimal;true;95,2;95,2;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_16.txt;8;20;16;optimal;true;72;72;0,145
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_17.txt;8;20;17;optimal;true;98,4;98,4;0,116
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_18.txt;8;20;18;optimal;true;93,2;93,2;0,11
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_19.txt;8;20;19;optimal;true;87,6;87,6;0,121
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_20.txt;8;20;20;optimal;true;92,4;92,4;0,091
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_21.txt;8;20;21;optimal;true;98,4;98,4;0,086
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_22.txt;8;20;22;optimal;true;69,6;69,6;0,098
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_23.txt;8;20;23;optimal;true;113,2;113,2;0,14
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_24.txt;8;20;24;optimal;true;99,2;99,2;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_25.txt;8;20;25;optimal;true;60,8;60,8;0,089
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_26.txt;8;20;26;optimal;true;101,2;101,2;0,131
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_27.txt;8;20;27;optimal;true;68;68;0,113
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_28.txt;8;20;28;optimal;true;68,8;68,8;0,114
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_29.txt;8;20;29;optimal;true;66;66;0,073
OrderBatching;BAHCECI_ONCAN;Pr_20_1_20_Store5_30.txt;8;20;30;optimal;true;90,4;90,4;0,135
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_01.txt;8;10;1;optimal;true;183,6;183,6;0,981
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_02.txt;8;10;2;optimal;true;161,6;161,6;0,246
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_03.txt;8;10;3;optimal;true;173,6;173,6;0,446
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_04.txt;8;10;4;optimal;true;171,6;171,6;0,298
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_05.txt;8;10;5;optimal;true;172,4;172,4;0,505
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_06.txt;8;10;6;optimal;true;165,2;165,2;0,44
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_07.txt;8;10;7;optimal;true;158;158;0,182
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_08.txt;8;10;8;optimal;true;165,6;165,6;0,879
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_09.txt;8;10;9;optimal;true;162,8;162,8;0,259
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_10.txt;8;10;10;optimal;true;151,6;151,6;0,308
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_11.txt;8;10;11;optimal;true;174;174;0,311
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_12.txt;8;10;12;optimal;true;167,6;167,6;0,24
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_13.txt;8;10;13;optimal;true;172,4;172,4;0,264
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_14.txt;8;10;14;optimal;true;166,4;166,4;0,354
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_15.txt;8;10;15;optimal;true;147,6;147,6;0,254
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_16.txt;8;10;16;optimal;true;175,6;175,6;0,228
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_17.txt;8;10;17;optimal;true;169,6;169,6;1,389
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_18.txt;8;10;18;optimal;true;181,6;181,6;0,198
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_19.txt;8;10;19;optimal;true;171,6;171,6;1,329
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_20.txt;8;10;20;optimal;true;176;176;0,423
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_21.txt;8;10;21;optimal;true;184,4;184,4;0,836
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_22.txt;8;10;22;optimal;true;163,2;163,2;0,727
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_23.txt;8;10;23;optimal;true;169,6;169,6;0,459
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_24.txt;8;10;24;optimal;true;174,4;174,4;1,108
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_25.txt;8;10;25;optimal;true;183,6;183,6;0,258
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_26.txt;8;10;26;optimal;true;156;156;0,935
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_27.txt;8;10;27;optimal;true;146,4;146,4;0,321
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_28.txt;8;10;28;optimal;true;176,4;176,4;0,59
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_29.txt;8;10;29;optimal;true;164,8;164,8;0,84
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store1_30.txt;8;10;30;optimal;true;177,6;177,6;0,209
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_01.txt;8;10;1;optimal;true;110;110;0,512
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_02.txt;8;10;2;optimal;true;114,8;114,8;0,109
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_03.txt;8;10;3;optimal;true;104;104;0,093
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_04.txt;8;10;4;optimal;true;136,8;136,8;0,262
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_05.txt;8;10;5;optimal;true;166,4;166,4;1,109
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_06.txt;8;10;6;optimal;true;136,8;136,8;0,343
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_07.txt;8;10;7;optimal;true;155,6;155,6;0,632
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_08.txt;8;10;8;optimal;true;152,8;152,8;0,296
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_09.txt;8;10;9;optimal;true;145,6;145,6;0,129
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_10.txt;8;10;10;optimal;true;143,6;143,6;0,271
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_11.txt;8;10;11;optimal;true;147,6;147,6;0,262
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_12.txt;8;10;12;optimal;true;141,6;141,6;0,477
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_13.txt;8;10;13;optimal;true;179,6;179,6;0,465
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_14.txt;8;10;14;optimal;true;155,6;155,6;3,074
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_15.txt;8;10;15;optimal;true;133,6;133,6;0,64
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_16.txt;8;10;16;optimal;true;130,8;130,8;0,199
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_17.txt;8;10;17;optimal;true;120,4;120,4;0,208
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_18.txt;8;10;18;optimal;true;126,4;126,4;0,497
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_19.txt;8;10;19;optimal;true;133,6;133,6;0,313
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_20.txt;8;10;20;optimal;true;129,6;129,6;0,255
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_21.txt;8;10;21;optimal;true;137,6;137,6;0,3
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_22.txt;8;10;22;optimal;true;121,6;121,6;0,151
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_23.txt;8;10;23;optimal;true;122,8;122,8;0,798
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_24.txt;8;10;24;optimal;true;115,6;115,6;0,13
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_25.txt;8;10;25;optimal;true;120;120;0,179
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_26.txt;8;10;26;optimal;true;148,8;148,8;0,182
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_27.txt;8;10;27;optimal;true;122,4;122,4;2,291
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_28.txt;8;10;28;optimal;true;131,6;131,6;0,156
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_29.txt;8;10;29;optimal;true;116,8;116,8;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store2_30.txt;8;10;30;optimal;true;126,4;126,4;0,344
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_01.txt;8;10;1;optimal;true;109,2;109,2;0,389
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_02.txt;8;10;2;optimal;true;99,2;99,2;0,162
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_03.txt;8;10;3;optimal;true;76;76;0,133
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_04.txt;8;10;4;optimal;true;101,6;101,6;0,119
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_05.txt;8;10;5;optimal;true;86;86;0,158
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_06.txt;8;10;6;optimal;true;111,2;111,2;0,154
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_07.txt;8;10;7;optimal;true;108,4;108,4;0,162
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_08.txt;8;10;8;optimal;true;102,8;102,8;0,191
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_09.txt;8;10;9;optimal;true;111,2;111,2;0,205
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_10.txt;8;10;10;optimal;true;71,2;71,2;0,156
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_11.txt;8;10;11;optimal;true;76;76;0,154
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_12.txt;8;10;12;optimal;true;62,4;62,4;0,112
