storage,source_variant,capacity,num_orders,inst_num,bks_value,bks_is_opt,bks_source_policy,optimal_block_bks,any_policy_improves_optimal,source,doi
CBD,LargestGap,30,30,25,4765,True,optimal,4765,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,26,4919,True,optimal,4919,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,27,6135,True,optimal,6135,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,28,4208,True,optimal,4208,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,29,5481,True,optimal,5481,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,30,5576,True,optimal,5576,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,31,6029,True,optimal,6029,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,32,4915,True,optimal,4915,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,33,4682,True,optimal,4682,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,34,4723,True,optimal,4723,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,35,5616,True,optimal,5616,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,36,5712,True,optimal,5712,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,37,4840,True,optimal,4840,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,38,5757,True,optimal,5757,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,30,39,5851,True,optimal,5851,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,0,6985,True,optimal,6985,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,1,6929,True,optimal,6929,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,2,5837,True,optimal,5837,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,3,6003,True,optimal,6003,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,4,6752,True,optimal,6752,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,5,6948,True,optimal,6948,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,6,6342,True,optimal,6342,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,7,5714,True,optimal,5714,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,8,7187,True,optimal,7187,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,9,6126,True,optimal,6126,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,10,7434,True,optimal,7434,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,11,7370,True,optimal,7370,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,12,6276,True,optimal,6276,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,13,6811,True,optimal,6811,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,14,6130,True,optimal,6130,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,15,5520,True,optimal,5520,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,16,7182,True,optimal,7182,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,17,5408,True,optimal,5408,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,18,7210,True,optimal,7210,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,19,6895,True,optimal,6895,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,20,7322,True,optimal,7322,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,21,7448,True,optimal,7448,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,22,5777,True,optimal,5777,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,23,6879,True,optimal,6879,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,24,6719,True,optimal,6719,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,25,5540,True,optimal,5540,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,26,5667,True,optimal,5667,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,27,6751,True,optimal,6751,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,28,6468,True,optimal,6468,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,29,6268,True,optimal,6268,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,30,6971,True,optimal,6971,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,31,7347,True,optimal,7347,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,32,6150,True,optimal,6150,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,33,7055,True,optimal,7055,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,34,8103,True,optimal,8103,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,35,6436,True,optimal,6436,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,36,6428,True,optimal,6428,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,37,6347,True,optimal,6347,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,38,6121,True,optimal,6121,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,40,39,6830,True,optimal,6830,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,0,9595,True,optimal,9595,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,1,7693,True,optimal,7693,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,2,8963,True,optimal,8963,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,3,8002,True,optimal,8002,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,4,7639,True,optimal,7639,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,5,9782,True,optimal,9782,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,6,8012,True,optimal,8012,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,7,9277,True,optimal,9277,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,8,9121,True,optimal,9121,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,9,8216,True,optimal,8216,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,10,8347,True,optimal,8347,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,11,8488,True,optimal,8488,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,12,7889,True,optimal,7889,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,13,8810,True,optimal,8810,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,14,8407,True,optimal,8407,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,15,8671,True,optimal,8671,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,16,8209,True,optimal,8209,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,17,8387,True,optimal,8387,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,18,8946,True,optimal,8946,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,19,8425,True,optimal,8425,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,20,9240,True,optimal,9240,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,21,9843,True,optimal,9843,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,22,9255,True,optimal,9255,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,23,7492,True,optimal,7492,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,24,7719,True,optimal,7719,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,25,7828,True,optimal,7828,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,26,9156,True,optimal,9156,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,27,8729,True,optimal,8729,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,28,7311,True,optimal,7311,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,29,8185,True,optimal,8185,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,30,8162,True,optimal,8162,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,31,7183,True,optimal,7183,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,32,8959,True,optimal,8959,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,33,8286,True,optimal,8286,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,34,8767,True,optimal,8767,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,35,8886,True,optimal,8886,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,36,6709,True,optimal,6709,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,37,8001,True,optimal,8001,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,38,9437,True,optimal,9437,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,50,39,7836,True,optimal,7836,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,0,9801,True,optimal,9801,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,1,10013,True,optimal,10013,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,2,11359,True,optimal,11359,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,3,9255,True,optimal,9255,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,4,11609,True,optimal,11609,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,5,9110,True,optimal,9110,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,6,11555,True,optimal,11555,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,7,9282,True,optimal,9282,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,8,9137,True,optimal,9137,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,9,10715,True,optimal,10715,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,10,9290,True,optimal,9290,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,11,8979,True,optimal,8979,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,12,9739,True,optimal,9739,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,13,13409,True,optimal,13409,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,14,9648,True,optimal,9648,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,15,9517,True,optimal,9517,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,16,10762,True,optimal,10762,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,17,10246,True,optimal,10246,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,18,9426,True,optimal,9426,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,19,8971,True,optimal,8971,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,20,10087,True,optimal,10087,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,21,9415,True,optimal,9415,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,22,11007,True,optimal,11007,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,23,9731,True,optimal,9731,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,24,9781,True,optimal,9781,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,25,10021,True,optimal,10021,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,26,9500,True,optimal,9500,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,27,9288,True,optimal,9288,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,28,12378,True,optimal,12378,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,29,11120,True,optimal,11120,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,30,11750,True,optimal,11750,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,31,9411,True,optimal,9411,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,32,9870,True,optimal,9870,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,33,9999,True,optimal,9999,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,34,11813,True,optimal,11813,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,35,9680,True,optimal,9680,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,36,10280,True,optimal,10280,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,37,9801,True,optimal,9801,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,38,8741,True,optimal,8741,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,60,39,9701,True,optimal,9701,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,0,10062,True,optimal,10062,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,1,11276,True,optimal,11276,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,2,10709,True,optimal,10709,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,3,10945,True,optimal,10945,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,4,11453,True,optimal,11453,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,5,12442,True,optimal,12442,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,6,12050,True,optimal,12050,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,7,12374,True,optimal,12374,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,8,11473,True,optimal,11473,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,9,11025,True,optimal,11025,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,10,11093,True,optimal,11093,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,11,11664,True,optimal,11664,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,12,10262,True,optimal,10262,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,13,12462,True,optimal,12462,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,14,11268,True,optimal,11268,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,15,13440,True,optimal,13440,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,16,11606,True,optimal,11606,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,17,11650,True,optimal,11650,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,18,10899,True,optimal,10899,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,19,10675,True,optimal,10675,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,20,12446,True,optimal,12446,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,21,10981,True,optimal,10981,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,22,10005,True,optimal,10005,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,23,12438,True,optimal,12438,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,24,11118,True,optimal,11118,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,25,10168,True,optimal,10168,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,26,10794,True,optimal,10794,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,27,11234,True,optimal,11234,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,28,9976,True,optimal,9976,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,29,12092,True,optimal,12092,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,30,70,30,11988,True,optimal,11988,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
