NAME : uniform_Largest_Gap\4l-20-75-11.txt
TYPE : Order_batching
COMMENT : Henn, Koch, Doerner, Strauss, and Wäscher (2010); Henn and Wäscher (2012)
PICKER_CAPACITY : 75
LAYOUT : single-block
NUM_AISLES : 10
NUM_CELLS : 45
DEPOT_AISLE : 0
DEPOT_LOCATION : bottom
DISTANCE_AISLE_TO_AISLE : 5
DISTANCE_CELL_TO_CELL : 1
DISTANCE_TOP_TO_CELL : 1.5
DISTANCE_BOTTOM_TO_CELL : 1.5
DISTANCE_TOP_OR_BOTTOM_TO_DEPOT : 0
ARTICLE_SECTION
NUM_ARTICLES : 234
ID 58 WEIGHT 1
ID 59 WEIGHT 1
ID 60 WEIGHT 1
ID 61 WEIGHT 1
ID 62 WEIGHT 1
ID 63 WEIGHT 1
ID 64 WEIGHT 1
ID 65 WEIGHT 1
ID 66 WEIGHT 1
ID 67 WEIGHT 1
ID 68 WEIGHT 1
ID 69 WEIGHT 1
ID 70 WEIGHT 1
ID 71 WEIGHT 1
ID 72 WEIGHT 1
ID 73 WEIGHT 1
ID 74 WEIGHT 1
ID 75 WEIGHT 1
ID 76 WEIGHT 1
ID 77 WEIGHT 1
ID 78 WEIGHT 1
ID 79 WEIGHT 1
ID 80 WEIGHT 1
ID 81 WEIGHT 1
ID 82 WEIGHT 1
ID 83 WEIGHT 1
ID 84 WEIGHT 1
ID 85 WEIGHT 1
ID 86 WEIGHT 1
ID 87 WEIGHT 1
ID 88 WEIGHT 1
ID 89 WEIGHT 1
ID 90 WEIGHT 1
ID 91 WEIGHT 1
ID 92 WEIGHT 1
ID 93 WEIGHT 1
ID 94 WEIGHT 1
ID 95 WEIGHT 1
ID 96 WEIGHT 1
ID 97 WEIGHT 1
ID 98 WEIGHT 1
ID 99 WEIGHT 1
ID 100 WEIGHT 1
ID 101 WEIGHT 1
ID 102 WEIGHT 1
ID 103 WEIGHT 1
ID 104 WEIGHT 1
ID 105 WEIGHT 1
ID 106 WEIGHT 1
ID 107 WEIGHT 1
ID 108 WEIGHT 1
ID 109 WEIGHT 1
ID 110 WEIGHT 1
ID 111 WEIGHT 1
ID 112 WEIGHT 1
ID 113 WEIGHT 1
ID 114 WEIGHT 1
ID 115 WEIGHT 1
ID 116 WEIGHT 1
ID 117 WEIGHT 1
ID 118 WEIGHT 1
ID 119 WEIGHT 1
ID 120 WEIGHT 1
ID 121 WEIGHT 1
ID 122 WEIGHT 1
ID 123 WEIGHT 1
ID 124 WEIGHT 1
ID 125 WEIGHT 1
ID 126 WEIGHT 1
ID 127 WEIGHT 1
ID 128 WEIGHT 1
ID 129 WEIGHT 1
ID 130 WEIGHT 1
ID 131 WEIGHT 1
ID 132 WEIGHT 1
ID 133 WEIGHT 1
ID 134 WEIGHT 1
ID 135 WEIGHT 1
ID 136 WEIGHT 1
ID 137 WEIGHT 1
ID 138 WEIGHT 1
ID 139 WEIGHT 1
ID 140 WEIGHT 1
ID 141 WEIGHT 1
ID 142 WEIGHT 1
ID 143 WEIGHT 1
ID 144 WEIGHT 1
ID 145 WEIGHT 1
ID 146 WEIGHT 1
ID 147 WEIGHT 1
ID 148 WEIGHT 1
ID 149 WEIGHT 1
ID 150 WEIGHT 1
ID 151 WEIGHT 1
ID 152 WEIGHT 1
ID 153 WEIGHT 1
ID 154 WEIGHT 1
ID 155 WEIGHT 1
ID 156 WEIGHT 1
ID 157 WEIGHT 1
ID 158 WEIGHT 1
ID 159 WEIGHT 1
ID 160 WEIGHT 1
ID 161 WEIGHT 1
ID 162 WEIGHT 1
ID 163 WEIGHT 1
ID 164 WEIGHT 1
ID 165 WEIGHT 1
ID 166 WEIGHT 1
ID 167 WEIGHT 1
ID 168 WEIGHT 1
ID 169 WEIGHT 1
ID 170 WEIGHT 1
ID 171 WEIGHT 1
ID 172 WEIGHT 1
ID 173 WEIGHT 1
ID 174 WEIGHT 1
ID 175 WEIGHT 1
ID 176 WEIGHT 1
ID 177 WEIGHT 1
ID 178 WEIGHT 1
ID 179 WEIGHT 1
ID 180 WEIGHT 1
ID 181 WEIGHT 1
ID 182 WEIGHT 1
ID 183 WEIGHT 1
ID 184 WEIGHT 1
ID 185 WEIGHT 1
ID 186 WEIGHT 1
ID 187 WEIGHT 1
ID 188 WEIGHT 1
ID 189 WEIGHT 1
ID 190 WEIGHT 1
ID 191 WEIGHT 1
ID 192 WEIGHT 1
ID 193 WEIGHT 1
ID 194 WEIGHT 1
ID 195 WEIGHT 1
ID 196 WEIGHT 1
ID 197 WEIGHT 1
ID 198 WEIGHT 1
ID 199 WEIGHT 1
ID 200 WEIGHT 1
ID 201 WEIGHT 1
ID 202 WEIGHT 1
ID 203 WEIGHT 1
ID 204 WEIGHT 1
ID 205 WEIGHT 1
ID 206 WEIGHT 1
ID 207 WEIGHT 1
ID 208 WEIGHT 1
ID 209 WEIGHT 1
ID 210 WEIGHT 1
ID 211 WEIGHT 1
ID 212 WEIGHT 1
ID 213 WEIGHT 1
ID 214 WEIGHT 1
ID 215 WEIGHT 1
ID 216 WEIGHT 1
ID 217 WEIGHT 1
ID 218 WEIGHT 1
ID 219 WEIGHT 1
ID 220 WEIGHT 1
ID 221 WEIGHT 1
ID 222 WEIGHT 1
ID 223 WEIGHT 1
ID 224 WEIGHT 1
ID 225 WEIGHT 1
ID 226 WEIGHT 1
ID 227 WEIGHT 1
ID 228 WEIGHT 1
ID 229 WEIGHT 1
ID 230 WEIGHT 1
ID 231 WEIGHT 1
ID 232 WEIGHT 1
ID 233 WEIGHT 1
SKU_SECTION
NUM_SKUS : 234
ID 132 AISLE 0 CELL 41 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 133 AISLE 0 CELL 39 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 42 AISLE 0 CELL 37 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 116 AISLE 0 CELL 34 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 115 AISLE 0 CELL 30 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 36 AISLE 0 CELL 27 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 159 AISLE 0 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 194 AISLE 0 CELL 21 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 134 AISLE 0 CELL 20 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 25 AISLE 0 CELL 19 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 110 AISLE 0 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 61 AISLE 0 CELL 17 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 83 AISLE 0 CELL 15 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 52 AISLE 0 CELL 10 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 162 AISLE 0 CELL 5 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 66 AISLE 0 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 201 AISLE 0 CELL 3 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 216 AISLE 0 CELL 2 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 206 AISLE 1 CELL 44 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 16 AISLE 1 CELL 36 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 198 AISLE 1 CELL 35 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 165 AISLE 1 CELL 34 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 213 AISLE 1 CELL 30 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 57 AISLE 1 CELL 28 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 117 AISLE 1 CELL 25 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 111 AISLE 1 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 181 AISLE 1 CELL 22 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 195 AISLE 1 CELL 21 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 129 AISLE 1 CELL 19 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 6 AISLE 1 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 81 AISLE 1 CELL 17 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 87 AISLE 1 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 45 AISLE 1 CELL 14 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 175 AISLE 1 CELL 13 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 63 AISLE 1 CELL 11 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 136 AISLE 1 CELL 10 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 173 AISLE 1 CELL 7 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 39 AISLE 1 CELL 6 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 98 AISLE 1 CELL 5 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 46 AISLE 1 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 125 AISLE 2 CELL 43 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 33 AISLE 2 CELL 40 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 51 AISLE 2 CELL 39 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 222 AISLE 2 CELL 38 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 140 AISLE 2 CELL 36 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 13 AISLE 2 CELL 33 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 74 AISLE 2 CELL 32 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 151 AISLE 2 CELL 26 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 219 AISLE 2 CELL 22 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 142 AISLE 2 CELL 21 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 37 AISLE 2 CELL 19 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 88 AISLE 2 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 212 AISLE 2 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 21 AISLE 2 CELL 14 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 103 AISLE 2 CELL 13 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 85 AISLE 2 CELL 9 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 41 AISLE 2 CELL 5 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 48 AISLE 2 CELL 3 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 184 AISLE 2 CELL 1 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 147 AISLE 3 CELL 44 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 12 AISLE 3 CELL 41 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 123 AISLE 3 CELL 38 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 188 AISLE 3 CELL 37 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 108 AISLE 3 CELL 30 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 38 AISLE 3 CELL 29 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 152 AISLE 3 CELL 28 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 67 AISLE 3 CELL 27 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 72 AISLE 3 CELL 25 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 107 AISLE 3 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 77 AISLE 3 CELL 23 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 20 AISLE 3 CELL 22 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 124 AISLE 3 CELL 20 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 119 AISLE 3 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 49 AISLE 3 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 18 AISLE 3 CELL 15 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 114 AISLE 3 CELL 13 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 186 AISLE 3 CELL 12 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 23 AISLE 3 CELL 11 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 112 AISLE 3 CELL 10 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 205 AISLE 3 CELL 8 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 96 AISLE 3 CELL 7 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 102 AISLE 3 CELL 6 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 73 AISLE 3 CELL 5 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 126 AISLE 3 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 28 AISLE 3 CELL 3 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 178 AISLE 3 CELL 0 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 17 AISLE 4 CELL 44 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 10 AISLE 4 CELL 43 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 226 AISLE 4 CELL 41 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 14 AISLE 4 CELL 40 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 154 AISLE 4 CELL 38 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 193 AISLE 4 CELL 35 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 153 AISLE 4 CELL 29 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 190 AISLE 4 CELL 28 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 210 AISLE 4 CELL 27 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 100 AISLE 4 CELL 25 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 24 AISLE 4 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 177 AISLE 4 CELL 23 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 179 AISLE 4 CELL 22 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 22 AISLE 4 CELL 21 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 62 AISLE 4 CELL 19 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 2 AISLE 4 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 215 AISLE 4 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 230 AISLE 4 CELL 15 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 223 AISLE 4 CELL 14 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 118 AISLE 4 CELL 13 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 43 AISLE 4 CELL 12 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 149 AISLE 4 CELL 11 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 229 AISLE 4 CELL 10 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 32 AISLE 4 CELL 9 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 86 AISLE 4 CELL 6 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 200 AISLE 4 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 214 AISLE 4 CELL 3 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 171 AISLE 4 CELL 1 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 170 AISLE 5 CELL 42 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 64 AISLE 5 CELL 40 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 30 AISLE 5 CELL 38 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 169 AISLE 5 CELL 37 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 4 AISLE 5 CELL 36 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 191 AISLE 5 CELL 35 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 60 AISLE 5 CELL 34 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 158 AISLE 5 CELL 33 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 231 AISLE 5 CELL 29 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 130 AISLE 5 CELL 28 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 90 AISLE 5 CELL 26 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 199 AISLE 5 CELL 25 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 92 AISLE 5 CELL 20 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 208 AISLE 5 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 145 AISLE 5 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 15 AISLE 5 CELL 15 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 168 AISLE 5 CELL 8 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 221 AISLE 5 CELL 7 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 11 AISLE 5 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 94 AISLE 5 CELL 0 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 135 AISLE 6 CELL 44 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 146 AISLE 6 CELL 41 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 141 AISLE 6 CELL 38 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 101 AISLE 6 CELL 37 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 203 AISLE 6 CELL 36 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 9 AISLE 6 CELL 35 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 120 AISLE 6 CELL 32 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 71 AISLE 6 CELL 31 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 189 AISLE 6 CELL 30 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 218 AISLE 6 CELL 29 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 233 AISLE 6 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 209 AISLE 6 CELL 23 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 163 AISLE 6 CELL 22 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 148 AISLE 6 CELL 19 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 89 AISLE 6 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 211 AISLE 6 CELL 12 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 58 AISLE 6 CELL 10 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 167 AISLE 6 CELL 8 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 220 AISLE 6 CELL 7 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 5 AISLE 6 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 172 AISLE 6 CELL 2 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 7 AISLE 6 CELL 1 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 1 AISLE 7 CELL 44 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 95 AISLE 7 CELL 41 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 197 AISLE 7 CELL 40 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 54 AISLE 7 CELL 38 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 232 AISLE 7 CELL 37 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 182 AISLE 7 CELL 34 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 80 AISLE 7 CELL 32 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 138 AISLE 7 CELL 30 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 156 AISLE 7 CELL 29 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 131 AISLE 7 CELL 28 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 56 AISLE 7 CELL 27 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 70 AISLE 7 CELL 26 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 8 AISLE 7 CELL 25 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 55 AISLE 7 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 40 AISLE 7 CELL 23 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 97 AISLE 7 CELL 21 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 183 AISLE 7 CELL 20 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 68 AISLE 7 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 113 AISLE 7 CELL 15 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 161 AISLE 7 CELL 12 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 204 AISLE 7 CELL 11 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 75 AISLE 7 CELL 10 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 164 AISLE 7 CELL 5 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 192 AISLE 7 CELL 4 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 26 AISLE 7 CELL 3 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 144 AISLE 7 CELL 2 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 228 AISLE 7 CELL 1 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 59 AISLE 7 CELL 0 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 160 AISLE 8 CELL 42 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 35 AISLE 8 CELL 40 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 50 AISLE 8 CELL 39 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 150 AISLE 8 CELL 37 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 122 AISLE 8 CELL 36 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 53 AISLE 8 CELL 35 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 82 AISLE 8 CELL 34 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 65 AISLE 8 CELL 32 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 217 AISLE 8 CELL 30 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 44 AISLE 8 CELL 29 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 143 AISLE 8 CELL 28 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 139 AISLE 8 CELL 27 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 105 AISLE 8 CELL 24 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 207 AISLE 8 CELL 23 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 19 AISLE 8 CELL 22 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 180 AISLE 8 CELL 20 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 225 AISLE 8 CELL 18 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 34 AISLE 8 CELL 17 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 176 AISLE 8 CELL 16 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 76 AISLE 8 CELL 15 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 78 AISLE 8 CELL 14 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 127 AISLE 8 CELL 12 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 93 AISLE 8 CELL 11 QUANTITY 1 LEFT_RIGHT_HAND_SIDE right
ID 104 AISLE 8 CELL 9 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
ID 185 AISLE 8 CELL 8 QUANTITY 1 LEFT_RIGHT_HAND_SIDE left
